playlist_id,track_id,title,artists,artist_ids,preview_url,album,cover_url,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,loudness,speechiness,key,mode,time_signature,track_popularity,release_date,cluster,mood,playlist_name,artist_image_url,album_name,album_image,release_date.1,total_tracks,playlist_cover_image_url
plv1000,5TAzphopRhmXL8x6l6v4xg,"What a Karavaad (From ""Velai Illa Pattadhaari"")","Anirudh Ravichander, Dhanush","4zCH9qm4R2DADamUHMCa6O, 2F3KtUVtrt2GLjcl6pB4cz",https://p.scdn.co/mp3-preview/816926e75eacfdf721f5c8c66a2d3e680f9bc5d6?cid=382b723e3d2044a1b97de76c736789fb,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273eefe98cc365bfda75160766e,0.525,0.773,0.502,112.146,0.067,0,0.892,-6.351,0.32,6,0,3,60,2/14/2014,2,Relaxed,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273809bf7d9ca23a1056904ed3d,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273eefe98cc365bfda75160766e,2/14/2014,8,
plv1000,3PK26tdYPKM3ZxEGVFZx7l,Danga Maari Oodhari,"Harris Jayaraj, Dhanush, Marana Gana Viji, Naveen Madhav","29aw5YCdIw2FEXYyAJZI8l, 2F3KtUVtrt2GLjcl6pB4cz, 0qm9vKgCHKExfSGjHhPI6q, 3oVTCMgAvt1x7EogVtX40H",https://p.scdn.co/mp3-preview/bb63383d18675e1c0f8c7c7d16ebeaa6cb2289d9?cid=382b723e3d2044a1b97de76c736789fb,Anegan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2737f321a49a5fd18e4b2258118,0.648,0.677,0.548,112.546,0.0648,0.00071,0.024,-6.262,0.266,7,1,3,58,11/10/2014,1,Excited,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273a92381244276bb228861a4b4,Anegan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2737f321a49a5fd18e4b2258118,11/10/2014,6,
plv1000,5NCGz73wePbAAYMAiT12xH,Kadal Raasa Naan,"A.R. Rahman, Yuvan Shankar Raja","1mYsTxnqsietFxj1OgoGbG, 6AiX12wXdXFoGJ2vk8zBjy",https://p.scdn.co/mp3-preview/ffa508b993c05ea09f786d5a7fa6677e32098698?cid=382b723e3d2044a1b97de76c736789fb,Maryan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273453744769f58164eb7dd90c8,0.747,0.902,0.689,109.977,0.0173,0.000279,0.271,-5.875,0.0492,0,0,4,54,5/13/2013,6,Melancholic,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b2730a6413faed4599fdcbf15c37,Maryan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273453744769f58164eb7dd90c8,5/13/2013,7,
plv1000,24SMsVi24or0TxpFFuOBoh,Naan Pizhaippeno,"Darbuka Siva, Sathyaprakash","5t97rjifUl8d4HNwSzbCv9, 4sdcjfLzvLC1IUYFwCAWHn",https://p.scdn.co/mp3-preview/cd830b44484f32c414a7213c4f96e5f2d673e96c?cid=382b723e3d2044a1b97de76c736789fb,Enai Noki Paayum Thota (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2734e7c92fbb72143e28ced4f97,0.597,0.734,0.297,123.018,0.149,0.00114,0.106,-8.509,0.0334,5,1,4,51,5/9/2023,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27353d2e893acf43d05c2ffa216,Enai Noki Paayum Thota (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2734e7c92fbb72143e28ced4f97,5/9/2023,9,
plv1000,3hsJA438KonbY5Pkt8n3SA,"Angel Of Raghuvaran - Iraivanai Thandha Iraiviye (From ""Velai Illa Pattadhaari 2"")","Sean Roldan, Dhanush, M.M.Manasi","3TUNkjIHkcvEy9oeK2D4hU, 2F3KtUVtrt2GLjcl6pB4cz, 3JGrxsZ6kfzJrfwsxwERhS",https://p.scdn.co/mp3-preview/49b8885921078f74bcf51885d547e62984de5c04?cid=382b723e3d2044a1b97de76c736789fb,Velai Illa Pattadhaari 2 (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2736ff4af49a252776e622bce56,0.621,0.462,0.481,134.748,0.294,0,0.0521,-7.237,0.0292,7,0,4,49,6/25/2017,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273ceda9ee34a5c74d83a429f3a,Velai Illa Pattadhaari 2 (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2736ff4af49a252776e622bce56,6/25/2017,7,
plv1000,2Ut8IAbcnoMCgzPS43W5ik,Goindhammavaala,"Dhanush, Rokesh, Santhosh Narayanan","2F3KtUVtrt2GLjcl6pB4cz, 6R33h8YbB5fFg8RdJdQ6bL, 5FVBduYaeVBb6JIghza7v6",https://p.scdn.co/mp3-preview/8caa63ff31ab335dec5458df86a0f3ada279e3fd?cid=382b723e3d2044a1b97de76c736789fb,VadaChennai (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27372a4a4375f3789ce94e761ef,0.656,0.448,0.659,159.866,0.575,6.89E-06,0.0555,-11.417,0.898,6,0,3,53,7/28/2018,0,Happy,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27313b7a8eeb130eb275fb3935f,VadaChennai (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27372a4a4375f3789ce94e761ef,7/28/2018,11,
plv1000,2CKvjauifYdxAWrfDirfJT,Oru Naalil,Yuvan Shankar Raja,6AiX12wXdXFoGJ2vk8zBjy,https://p.scdn.co/mp3-preview/df58d90560aa5543e79f272fe30928af2359801a?cid=382b723e3d2044a1b97de76c736789fb,Pudhupettai (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273f8881232d1115d6bc4e4bf51,0.713,0.415,0.791,80.002,0.317,1.50E-05,0.0598,-10.674,0.043,6,1,4,41,12/15/2005,9,Sad,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27332f43d2b7862589792370786,Pudhupettai (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273f8881232d1115d6bc4e4bf51,12/15/2005,10,
plv1000,5oqZFJOCx8YOSg7tEhzJwV,Azhage Bhramanidam,"Deva, Harish Raghavendra, Chinmayi, Velam C. Manohar","1aXtuiimQwgW8Xqztgp4Kf, 4Kw0NhqitzjxLy1jH5FlTg, 5UJ2sHO2ELrgW6aXeRLTQQ, 40sXfyPpw3AAYKGlHzhXpd",https://p.scdn.co/mp3-preview/b3db36596979ce2778c8b748000fa5ae20d3fa91?cid=382b723e3d2044a1b97de76c736789fb,Devathayai Kanden (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27386245ea50941b991df7fd275,0.625,0.804,0.735,149.94,0.279,0,0.253,-6.182,0.0821,0,1,3,39,1/14/2005,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273f9ece6d55624f12016ac317a,Devathayai Kanden (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27386245ea50941b991df7fd275,1/14/2005,5,
plv1000,5a9PH1WkqkAvC0HV4lbdOU,Kodi Parakkudha,"Santhosh Narayanan, Dhanush, Arunraja Kamaraj","5FVBduYaeVBb6JIghza7v6, 2F3KtUVtrt2GLjcl6pB4cz, 3jw6WnDlhrKkNjgcp8JGQe",https://p.scdn.co/mp3-preview/8cba345d12467b1e99da911c8c32d02b8cd7c831?cid=382b723e3d2044a1b97de76c736789fb,Kodi (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273d65c528b6cc6b11836b7559c,0.871,0.861,0.741,94.847,0.152,0.0034,0.311,-5.905,0.234,7,1,4,51,10/5/2016,6,Melancholic,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27399aa1a7878bfb3075d81ebc6,Kodi (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273d65c528b6cc6b11836b7559c,10/5/2016,5,
plv1000,5v7gCLVyLgpO5L6zdeXULd,Sonapareeya,"A.R. Rahman, Javed Ali, Haricharan, Nakash Aziz","1mYsTxnqsietFxj1OgoGbG, 4W91bbPB2CTSsHwt7eqNl7, 1QvyquqkuuwUzdszyoKIy4, 4kq8z3vydHjPDggxb16ErB",https://p.scdn.co/mp3-preview/be7f4b4ec9676ecca45e79a58afe63e3a8361239?cid=382b723e3d2044a1b97de76c736789fb,Maryan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273453744769f58164eb7dd90c8,0.868,0.832,0.808,120.191,0.215,0,0.0982,-7.067,0.0892,5,0,4,58,5/13/2013,8,Upset,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b2730a6413faed4599fdcbf15c37,Maryan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273453744769f58164eb7dd90c8,5/13/2013,7,
plv1000,2HqFDI6vgNmUcqLYlNZqE6,"Udhungada Sangu (From ""Velai Illa Pattadhaari"")","Anirudh Ravichander, Dhanush","4zCH9qm4R2DADamUHMCa6O, 2F3KtUVtrt2GLjcl6pB4cz",https://p.scdn.co/mp3-preview/767e720b5f7ffbe291c16a69f6402eb193995576?cid=382b723e3d2044a1b97de76c736789fb,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273eefe98cc365bfda75160766e,0.511,0.793,0.784,116.757,0.219,0,0.0576,-6.22,0.0906,8,1,4,66,2/14/2014,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273809bf7d9ca23a1056904ed3d,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273eefe98cc365bfda75160766e,2/14/2014,8,
plv1000,6yvJxk8W65Vu5ypSNbOHu8,Hey Vetri Velaa,"Mani Sharma, Naveen, Ranjith Govind","3AMxH9QIPZbK8ND8C9j4Ss, 4xbLzGsR7W5QMlLS08BNGt, 7zFlr6Y537SdALqy0Xfvth",https://p.scdn.co/mp3-preview/771c7cac03012345cbe3eaac099fc932107ba4a4?cid=382b723e3d2044a1b97de76c736789fb,Padikkathavan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27315840635b2ed213c9f97b580,0.761,0.904,0.821,80.012,0.357,0.000186,0.0717,-7.048,0.122,6,0,4,58,1/4/2009,9,Sad,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273a397c6f013d45ee402d33aba,Padikkathavan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27315840635b2ed213c9f97b580,1/4/2009,5,
plv1000,35XdeE1H1s16ng7KdCxdwS,Enga Yeriya,"Yuvan Shankar Raja, Dhanush, Premgi Amaren","6AiX12wXdXFoGJ2vk8zBjy, 2F3KtUVtrt2GLjcl6pB4cz, 4GxNKj50amLne9azxcrqK2",https://p.scdn.co/mp3-preview/17e4ff44e6eac64039b6a260e70202c02453e5df?cid=382b723e3d2044a1b97de76c736789fb,Pudhupettai (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273f8881232d1115d6bc4e4bf51,0.502,0.86,0.792,96.607,0.2,0.00304,0.323,-8.747,0.0996,5,0,3,27,12/15/2005,2,Relaxed,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27332f43d2b7862589792370786,Pudhupettai (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273f8881232d1115d6bc4e4bf51,12/15/2005,10,
plv1000,3QjFIgGhcrPS4VjkIYOddf,Sirukki Vaasam,"Santhosh Narayanan, Anand Aravindakshan, Shweta Mohan","5FVBduYaeVBb6JIghza7v6, 03Q99mwmSqlbQo2iGtpE0g, 1rdQOMFFtoskDXXUVjiGo9",https://p.scdn.co/mp3-preview/28e90a844ac405d3f8a17981869da6e4fb7193eb?cid=382b723e3d2044a1b97de76c736789fb,Kodi (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273d65c528b6cc6b11836b7559c,0.571,0.544,0.375,129.869,0.502,0,0.0617,-6.555,0.0507,1,0,4,59,10/5/2016,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27399aa1a7878bfb3075d81ebc6,Kodi (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273d65c528b6cc6b11836b7559c,10/5/2016,5,
plv1000,5ckLwrelwUB4JhruopRudM,Naatu Sarakku,"Dhanush, Ranjith Govind","2F3KtUVtrt2GLjcl6pB4cz, 7zFlr6Y537SdALqy0Xfvth",https://p.scdn.co/mp3-preview/9a2909350d8290837d344c1f174fa8b4e887f6dd?cid=382b723e3d2044a1b97de76c736789fb,Pudhukottaiyilirundhu Saravanan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27356df15e49f80c69482caa2e8,0.772,0.739,0.918,75.068,0.236,0,0.431,-10.85,0.235,8,1,4,52,2004,9,Sad,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27313b7a8eeb130eb275fb3935f,Pudhukottaiyilirundhu Saravanan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27356df15e49f80c69482caa2e8,2004,6,
plv1000,6NwEpX2JUWHVKWfDDfcqC4,Idhazhin Oram - The Innocence of Love,"Anirudh Ravichander, Ajesh","4zCH9qm4R2DADamUHMCa6O, 7zneCNzf0wfXcjCOvirRlX",https://p.scdn.co/mp3-preview/823a55e3e63823368cc4c68b7314db69d98f2267?cid=382b723e3d2044a1b97de76c736789fb,3 (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2730d66934f5370419636c78f18,0.65,0.783,0.302,109.959,0.22,3.71E-06,0.182,-6.197,0.0377,7,0,4,67,12/23/2011,1,Excited,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273809bf7d9ca23a1056904ed3d,3 (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2730d66934f5370419636c78f18,12/23/2011,10,
plv1000,7yOB0xjipPQDlcGj5PWo7I,Roja Kadale,"Harris Jayaraj, Shankar Mahadevan, Sunidhi Chauhan, Chinmayi","29aw5YCdIw2FEXYyAJZI8l, 1SJOL9HJ08YOn92lFcYf8a, 3eDT9fwXKuHWFvgZaaYC5v, 5UJ2sHO2ELrgW6aXeRLTQQ",https://p.scdn.co/mp3-preview/4181612bbf34d6cdf935d3a78098e3d214aa0661?cid=382b723e3d2044a1b97de76c736789fb,Anegan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2737f321a49a5fd18e4b2258118,0.734,0.9,0.826,142.018,0.0904,4.74E-06,0.321,-4.69,0.165,11,0,4,55,11/10/2014,8,Upset,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273a92381244276bb228861a4b4,Anegan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2737f321a49a5fd18e4b2258118,11/10/2014,6,
plv1000,2qolr6PKNLXvjp4JTtglSf,Ussumu Laresey,"Vijay Antony, Emcee Jazz, Janaki Iyer","6CtYzQvENTdGq5LPPsePdV, 0qolP4JFD5zck5DUkR9aGb, 71uiOUZtVwyMBQIpzh2WZo",https://p.scdn.co/mp3-preview/bd6a75003f03f1a6b1a4293e1bfdc3b3220d7acb?cid=382b723e3d2044a1b97de76c736789fb,Uthama Puthiran (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2738c8936fc6488ee14d9db3e42,0.85,0.901,0.678,125.073,0.238,4.53E-06,0.0411,-7.266,0.173,2,1,4,63,10/5/2010,8,Upset,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27334852d80790902b0ebbbe158,Uthama Puthiran (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2738c8936fc6488ee14d9db3e42,10/5/2010,6,
plv1000,2P6cnymlCyV6CMk2DO84sa,Nenjodu,"Unnikrishnan, Sujatha",4BQwJbTDuj6LJYxjyfchnE,https://p.scdn.co/mp3-preview/844f18e9ce04416f5169ade7445484ff81a158a1?cid=382b723e3d2044a1b97de76c736789fb,Kadhal Kondaen,https://i.scdn.co/image/ab67616d0000b2734c96da712ea5f33332c619c6,0.42,0.429,0.3,113.277,0.535,3.36E-06,0.0633,-10.9,0.0419,6,1,4,49,4/16/2003,2,Relaxed,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b2734c96da712ea5f33332c619c6,Kadhal Kondaen,https://i.scdn.co/image/ab67616d0000b2734c96da712ea5f33332c619c6,4/16/2003,11,
plv1000,4Nj2j4aduePwidmUg3JQGI,Tak Bak - The Tak Bak of Tamizh,Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,https://p.scdn.co/mp3-preview/eddda9ade7113f2ffb98ddea3f49425e9d34d690?cid=382b723e3d2044a1b97de76c736789fb,Thangamagan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27313b7a8eeb130eb275fb3935f,0.779,0.654,0.814,110.001,0.364,0.000548,0.0648,-9.662,0.0584,0,0,4,49,11/27/2015,6,Melancholic,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273809bf7d9ca23a1056904ed3d,Thangamagan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27313b7a8eeb130eb275fb3935f,11/27/2015,4,
plv1000,4RXjmJrLbH9DNROHHaMbNc,Thappa Dhaan Theriyum - Maari's Karuthu,"Anirudh Ravichander, Dhanush, Chinna Ponnu, Magizhini Manimaaran","4zCH9qm4R2DADamUHMCa6O, 2F3KtUVtrt2GLjcl6pB4cz, 23FJvNYt7vCPHtpOQUzDN0, 3jE5B5EvNgZmEw9bnpZMam",https://p.scdn.co/mp3-preview/d5eaa66652a438d1fd5ebeec16fee2e1a553bbde?cid=382b723e3d2044a1b97de76c736789fb,Maari (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2737de3e593378a463177b04c70,0.528,0.901,0.661,150.983,0.251,0.00625,0.0478,-5.66,0.303,11,0,4,47,6/7/2015,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273809bf7d9ca23a1056904ed3d,Maari (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2737de3e593378a463177b04c70,6/7/2015,6,
plv1000,5ROuIvaBk2lq7bSb2qkOAl,Feel My Love,Vaughan Mason & Butch Dayo,62FCE6a4kRqVxs8HNaKyfW,https://p.scdn.co/mp3-preview/a7beaa0e37ae0760f0acd3057789071d32b47e4a?cid=382b723e3d2044a1b97de76c736789fb,Feel My Love,https://i.scdn.co/image/ab67616d0000b27392ac56af733dde9d8334339f,0.777,0.696,0.859,119.84,0.546,0.000195,0.486,-13.145,0.129,10,1,4,45,1/1/1983,8,Upset,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27392ac56af733dde9d8334339f,Feel My Love,https://i.scdn.co/image/ab67616d0000b27392ac56af733dde9d8334339f,1/1/1983,8,
plv1000,6Yclok7U8xogpDHNuM57S3,Pudikale Pudikudhu,"Devi Sri Prasad, Mukesh, Suchitra","5sSzCxHtgL82pYDvx2QyEU, 4etv0ut4ws0GbXBtolzf5e, 3R0YzDT1gl2mMDLMrgdNjR",https://p.scdn.co/mp3-preview/0d5a89a95d2bd01fd4fda3395cae27799cf43c24?cid=382b723e3d2044a1b97de76c736789fb,Venghai (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273af6788c2f535531dd770e980,0.573,0.954,0.901,159.911,0.293,0.0753,0.037,-3.145,0.131,0,1,4,53,6/10/2011,0,Happy,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b2738772e3d6d13744089d61ba38,Venghai (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273af6788c2f535531dd770e980,6/10/2011,5,
plv1000,3JXi13LlcYzagKRNokd3Zt,Aathadi Aathadi,"Harris Jayaraj, Bhavatharini, Tippu, Dhanush, Abhay Jodhpurkar","29aw5YCdIw2FEXYyAJZI8l, 03iJDZgebs4CLNrriGzyw4, 0PykiHCcDsMPRV7s67qZ1B, 2F3KtUVtrt2GLjcl6pB4cz, 27rK4pP0VMqWiRe7pamKe5",https://p.scdn.co/mp3-preview/101b51a8c57d248ac1fd02c33ef45683f69fdf7d?cid=382b723e3d2044a1b97de76c736789fb,Anegan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2737f321a49a5fd18e4b2258118,0.753,0.449,0.557,134.891,0.347,0,0.219,-7.631,0.0288,7,1,3,59,11/10/2014,8,Upset,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273a92381244276bb228861a4b4,Anegan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2737f321a49a5fd18e4b2258118,11/10/2014,6,
plv1000,73nKjm5nuuMldiwvA8LLHh,"Amma Amma (From ""Velai Illa Pattadhaari"")","Anirudh Ravichander, Dhanush, S. Janaki","4zCH9qm4R2DADamUHMCa6O, 2F3KtUVtrt2GLjcl6pB4cz, 5Xpg6PBSUOoho2lI9qLjiu",https://p.scdn.co/mp3-preview/4da0e85afb69b18ddc853fc80de239a28f201071?cid=382b723e3d2044a1b97de76c736789fb,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273eefe98cc365bfda75160766e,0.525,0.591,0.367,155.001,0.378,0,0.174,-4.651,0.0441,7,0,3,54,2/14/2014,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273809bf7d9ca23a1056904ed3d,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273eefe98cc365bfda75160766e,2/14/2014,8,
plv1000,34zlGDXsee8k2Prw24Oxdv,Idicha Pacharasi,"Vijay Antony, Ranjith Govind, Sangeetha, Vinaya","6CtYzQvENTdGq5LPPsePdV, 7zFlr6Y537SdALqy0Xfvth, 68Ils6O5bSTA0JzHEjzXUe, 4Gs10cUwZPzeWxhwPJ6Jju",https://p.scdn.co/mp3-preview/9ef3d319a0a32208717b1900fb436b3a1984d8e4?cid=382b723e3d2044a1b97de76c736789fb,Uthama Puthiran (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2738c8936fc6488ee14d9db3e42,0.61,0.881,0.836,130.052,0.349,1.39E-06,0.0293,-5.691,0.319,8,1,4,52,10/5/2010,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27334852d80790902b0ebbbe158,Uthama Puthiran (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2738c8936fc6488ee14d9db3e42,10/5/2010,6,
plv1000,2YuXAzMUprWQShKhwFuloj,Nee Kadhalikkum ponnu,"Devi Sri Prasad, Mukesh","5sSzCxHtgL82pYDvx2QyEU, 4etv0ut4ws0GbXBtolzf5e",https://p.scdn.co/mp3-preview/3de9e877e8226727624196b7a368128f4440d5a6?cid=382b723e3d2044a1b97de76c736789fb,Kutty (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273ddfcbb9ff2ec8ed1db4fba6b,0.828,0.906,0.963,77.56,0.141,0.00134,0.0575,-2.968,0.131,7,1,4,40,12/23/2010,6,Melancholic,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b2738772e3d6d13744089d61ba38,Kutty (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273ddfcbb9ff2ec8ed1db4fba6b,12/23/2010,6,
plv1000,0EtGZs9La3WNvwqBynVq5E,Appa Amma Vilayatta,"Mani Sharma, Ranjith Govind, Saindhavi","3AMxH9QIPZbK8ND8C9j4Ss, 7zFlr6Y537SdALqy0Xfvth, 6rEXjeIJ0wL6BFdo8CRcit",https://p.scdn.co/mp3-preview/18f6b208ffa92d008b21012ff1f01cc5aef5525a?cid=382b723e3d2044a1b97de76c736789fb,Padikkathavan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27315840635b2ed213c9f97b580,0.624,0.832,0.853,150.013,0.117,7.35E-05,0.0671,-5.557,0.216,7,1,4,50,1/4/2009,4,Neutral,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273a397c6f013d45ee402d33aba,Padikkathavan (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b27315840635b2ed213c9f97b580,1/4/2009,5,
plv1000,6nQp6Nxx1SwpOkze3Jf1Wo,Nenjai Kasakki,"Yuvan Shankar Raja, Udit Narayan, Suchitra","6AiX12wXdXFoGJ2vk8zBjy, 70B80Lwx2sxti0M1Ng9e8K, 3R0YzDT1gl2mMDLMrgdNjR",https://p.scdn.co/mp3-preview/70acd57b0a46b27436993aff67e798eba73c792f?cid=382b723e3d2044a1b97de76c736789fb,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2731d95a687101bd4cd802c83a1,0.681,0.65,0.661,80.078,0.0969,0,0.355,-9.66,0.435,5,1,4,49,10/17/2008,9,Sad,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b27332f43d2b7862589792370786,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2731d95a687101bd4cd802c83a1,10/17/2008,8,
plv1000,1l8J5kyh4r9gPkoQBSZNWm,"Thottu Thottu Pesum (From ""Edhirum Pudhirum"")","Vidyasagar, Vairamuthu, Pushpavanam Kuppusamy, Swarnalatha","5TB837uKG65w8Jnz5D0bS5, 1hFqbxc2MxieBIU4MqIEWm, 7mlyuQNP02Vp1Jyio9KJrO, 7N0SBLJFpCyQSsv4MfRJ5d",https://p.scdn.co/mp3-preview/8caa87fb563fe61e62cb28b63b2e99229d45aa78?cid=382b723e3d2044a1b97de76c736789fb,Edhirum Pudhirum (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273d8dbfc09ff902de741e6acbe,0.661,0.887,0.578,94.984,0.0829,0.00129,0.125,-7.917,0.0768,7,0,4,35,3/4/1999,9,Sad,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b2736c7220f97ac8a73ca22d5ebf,Edhirum Pudhirum (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b273d8dbfc09ff902de741e6acbe,3/4/1999,5,
plv1000,5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),"Dua Lipa, DaBaby","6M2wZ9GZgrQXHCFfjv46we, 4r63FhuTkUYltbVAg5TQnk",https://p.scdn.co/mp3-preview/6af6db91dba9103cca41d6d5225f6fe120fcfcd3?cid=382b723e3d2044a1b97de76c736789fb,Future Nostalgia,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4,0.702,0.825,0.915,102.977,0.00883,0,0.0674,-3.787,0.0601,6,0,4,81,3/27/2020,1,Excited,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273637707fdf5f11cd741080d20,Future Nostalgia,https://i.scdn.co/image/ab67616d0000b2732172b607853fa89cefa2beb4,3/27/2020,13,
plv1000,27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow","7jVv8c5Fj3E9VhNjxT4snq, 2LIk90788K0zvyj2JJVwkJ",https://p.scdn.co/mp3-preview/e692ccfcdfe7010a8c1ed61de7937c7686ed072d?cid=382b723e3d2044a1b97de76c736789fb,INDUSTRY BABY (feat. Jack Harlow),https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf,0.736,0.704,0.894,149.995,0.0203,0,0.0501,-7.409,0.0615,3,0,4,75,7/23/2021,8,Upset,Unknown Playlist,https://i.scdn.co/image/ab67616d0000b273664034dd80e91b28f773598d,INDUSTRY BABY (feat. Jack Harlow),https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf,7/23/2021,1,
